Book Title,Cleaned?,Author Last Name,Author First/Middle,Book Series,Vol. #,Cover Type,Category,Condition,Date Purchased,Source,Seller,Order #,Thriftbooks Price,Purchase Price,Our Price,Profit Est.,Author Fullname,Pulled to Read
Skull Island,FALSE,Sims,Lesley,,,Paper,YA/Nostalgia,Good,11/4/2025,eBay,bookcapitol,19-13776-98520,,$1.06,,,Lesley Sims,FALSE
The Witch's Buttons,FALSE,Chew,Ruth,,,Paper,YA/Nostalgia,Acceptable,11/4/2025,eBay,bookcapitol,19-13776-98520,,$1.06,,,Ruth Chew,FALSE
Blood and Guts,FALSE,Pearson,Jason,The Dragon,,Paper,Comics/Ephemera,Good,11/4/2025,eBay,bookcapitol,19-13776-98520,,$1.06,,,Jason Pearson,FALSE
There's a Kid under my Bed,FALSE,Funari-Willever,Lisa,,,Hard,YA/Nostalgia,Good,11/4/2025,eBay,bookcapitol,19-13776-98520,,$1.06,,,Lisa Funari-Willever,FALSE
The House on Haunted Hill,FALSE,Stone,Slade,,,Paper,YA/Nostalgia,Good,11/4/2025,eBay,bookcapitol,19-13776-98520,,$1.06,,,Slade Stone,FALSE
Bedtime for Monsters,FALSE,Vere,Ed,,,Paper,YA/Nostalgia,Good,11/4/2025,eBay,bookcapitol,19-13776-98520,,$1.06,,,Ed Vere,FALSE
Trick or Treat,FALSE,Down,Hayley,,,Paper,YA/Nostalgia,Good,11/4/2025,eBay,bookcapitol,19-13776-98520,,$1.06,,,Hayley Down,FALSE
Psychosphere,FALSE,Lumley,Brian,,,Paper,PFH/Vintage,Very Good,11/7/2025,eBay,cobre64,25-13783-79851,,$3.54,,,Brian Lumley,FALSE
Bloodwars,FALSE,Lumley,Brian,,,Paper,PFH/Vintage,Good,11/7/2025,eBay,cobre64,25-13783-79851,,$3.54,,,Brian Lumley,FALSE
Deadspeak,TRUE,Lumley,Brian,Necroscope,4,Paper,PFH/Vintage,Acceptable,11/7/2025,eBay,cobre64,25-13783-79851,,$3.54,,,Brian Lumley,FALSE
The Last Aerie,FALSE,Lumley,Brian,Blood Brothers,2,Paper,PFH/Vintage,Acceptable,11/7/2025,eBay,cobre64,25-13783-79851,,$3.54,,,Brian Lumley,FALSE
Deadspawn,FALSE,Lumley,Brian,Necroscope,5,Paper,PFH/Vintage,Acceptable,11/7/2025,eBay,cobre64,25-13783-79851,,$3.54,,,Brian Lumley,FALSE
Defilers,FALSE,Lumley,Brian,Necroscope: E-Branch Trilogy,2,Paper,PFH/Vintage,Good,11/7/2025,eBay,cobre64,25-13783-79851,,$3.54,,,Brian Lumley,FALSE
Invaders,FALSE,Lumley,Brian,Necroscope: E-Branch Trilogy,1,Paper,PFH/Vintage,Good,11/7/2025,eBay,cobre64,25-13783-79851,,$3.54,,,Brian Lumley,FALSE
The Source,TRUE,Lumley,Brian,Necroscope,3,Paper,PFH/Vintage,Acceptable,11/7/2025,eBay,cobre64,25-13783-79851,,$3.54,,,Brian Lumley,FALSE
Vamphyri!,FALSE,Lumley,Brian,Necroscope,2,Paper,PFH/Vintage,Acceptable,11/7/2025,eBay,cobre64,25-13783-79851,,$3.54,,,Brian Lumley,FALSE
The Time of Feasting,FALSE,Farren,Mick,,,Paper,PFH/Vintage,Very Good,11/6/2025,eBay,elle-wi,27-13774-33394,,$3.50,,,Mick Farren,FALSE
Valentine,FALSE,Somtow,S.P.,,,Paper,PFH/Vintage,Good,11/6/2025,eBay,elle-wi,27-13774-33394,,$3.50,,,S.P. Somtow,FALSE
A Sharpness on the Neck,FALSE,Saberhagen,Fred,,,Paper,PFH/Vintage,Very Good,11/6/2025,eBay,elle-wi,27-13774-33394,,$3.50,,,Fred Saberhagen,FALSE
Dominion,FALSE,Saberhagen,Fred,,,Paper,PFH/Vintage,Very Good,11/6/2025,eBay,elle-wi,27-13774-33394,,$3.50,,,Fred Saberhagen,FALSE
The Ridge,FALSE,Cantrell,Lisa W.,,,Paper,PFH/Vintage,Good,11/6/2025,eBay,elle-wi,27-13774-33394,,$3.50,,,Lisa W. Cantrell,FALSE
Frankenstein,TRUE,Shelley,Mary,,,Paper,Mainstream,Very Good,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Mary Shelley,FALSE
Haunted,TRUE,Palahniuk,Chuck,,,Paper,Mainstream,Very Good,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Chuck Palahniuk,FALSE
The Elementals,TRUE,McDowell,Michael,,,Paper,Mainstream,Very Good,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Michael McDowell,FALSE
John Dies at the End,TRUE,Wong,David,,,Paper,Mainstream,Acceptable,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,David Wong,FALSE
The Walking,FALSE,Little,Bentley,,,Hard,PFH/Vintage,Acceptable,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Bentley Little,FALSE
Black House,TRUE,King,Stephen,,,Hard,Mainstream,Good,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Stephen King,FALSE
The Queen of the Damned,FALSE,Rice,Anne,,,Paper,Mainstream,Acceptable,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Anne Rice,FALSE
The Association,FALSE,Little,Bentley,,,Paper,PFH/Vintage,Very Good,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Bentley Little,FALSE
The Vampire Lestat,FALSE,Rice,Anne,The Vampire Chronicles,2,Paper,Mainstream,Good,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Anne Rice,FALSE
Interview with a Vampire,FALSE,Rice,Anne,The Vampire Chronicles,1,Paper,Mainstream,Acceptable,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Anne Rice,FALSE
The Master and Margarita,FALSE,Bulgakov,Mikhail,,,Paper,Mainstream,Good,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Mikhail Bulgakov,FALSE
Blue World,FALSE,McCammon,Robert R.,,,Paper,PFH/Vintage,Acceptable,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Robert R. McCammon,FALSE
Island,FALSE,Laymon,Richard,,,Paper,PFH/Vintage,Good,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Richard Laymon,FALSE
The Stand,FALSE,King,Stephen,,,Hard,Mainstream,Very Good,11/6/2025,FB Marketplace,,1146188383831720,,$2.16,,,Stephen King,FALSE
Bride of the Living Dummy,TRUE,Stine,R.L.,Goosebumps Classics,,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
It Came from Ohio: My Life as a Writer,FALSE,Stine,R.L.,,,Hard,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Camp Fear Ghosts,FALSE,Stine,R.L.,Ghosts of Fear Street,18,Paper,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
The Beast from the East,TRUE,Stine,R.L.,Goosebumps,43,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Return of the Mummy,TRUE,Stine,R.L.,Goosebumps Classics,23,Paper,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Night of the Living Dummy 2,TRUE,Stine,R.L.,Goosebumps Classics,31,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
The Abominable Snowman of Pasedena,TRUE,Stine,R.L.,Goosebumps Classics,38,Paper,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
A Shocker on Shock Street,TRUE,Stine,R.L.,Goosebumps Classics,35,Paper,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Vampire Breath,FALSE,Stine,R.L.,Goosebumps Classics,49,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Monster Blood,FALSE,Stine,R.L.,Goosebumps,3,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Deep Trouble II,FALSE,Stine,R.L.,Goosebumps Classics,58,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
One Day at Horrorland,FALSE,Stine,R.L.,Goosebumps Classics,16,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Please Don't Feed the Vampire,TRUE,Stine,R.L.,Goosebumps Classics,32,Paper,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
The Haunted Mask,TRUE,Stine,R.L.,Goosebumps Classics,11,Paper,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Attack of the Graveyard Ghouls,TRUE,Stine,R.L.,Goosebumps Classics,31,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Dr. Maniac Will See You Now,FALSE,Stine,R.L.,Goosebumps Most Wanted,5,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Revenge of the Living Dummy,FALSE,Stine,R.L.,Goosebumps Horror Land,1,Paper,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Why I'm Afraid of Bees,FALSE,Stine,R.L.,Goosebumps,17,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Night of the Living Dummy,TRUE,Stine,R.L.,Goosebumps Classics,7,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Stay out of the Bathroom,TRUE,Slime,R.U.,Gooflumps,2.5,Paper,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.U. Slime,FALSE
Revenge of the Invisible Boy,TRUE,Stine,R.L.,Goosebumps Slappy World,9,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Claws!,TRUE,Stine,R.L.,Goosebumps Hall of Horrors,1,Paper,YA/Nostalgia,Good,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
A Night in Terror Tower,TRUE,Stine,R.L.,Goosebumps,27,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Say Cheese and Die!,TRUE,Stine,R.L.,Goosebumps Classics,4,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
How to Kill a Monster,TRUE,Stine,R.L.,Goosebumps,46,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Please Do Not Feed the Weirdo,TRUE,Stine,R.L.,Goosebumps Slappy World,4,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Monster Edition #3,FALSE,Stine,R.L.,Goosebumps,"10, 22, 32",Hard,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Monster Blood IV,FALSE,Stine,R.L.,Goosebumps,62,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
The Ghost Next Door,FALSE,Stine,R.L.,Goosebumps Classics,10,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
The Beast from the East,TRUE,Stine,R.L.,Goosebumps,43,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
The Curse of Camp Cold Lake,FALSE,Stine,R.L.,Goosebumps Classics,56,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
The Girl Who Cried Monster,FALSE,Stine,R.L.,Goosebumps,8,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Legend of the Lost Legend,TRUE,Stine,R.L.,Goosebumps,47,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Slappy's Tales of Horror,FALSE,Stine,R.L.,Goosebumps (grapix),,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Night of the Living Monsters,FALSE,Stine,R.L.,Goosebumps (movie),,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Monster Survival Guide,FALSE,Stine,R.L.,Goosebumps (movie),,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
Slappy's Revenge,FALSE,Stine,R.L.,Goosebumps (movie),,Paper,YA/Nostalgia,Acceptable,11/1/2025,eBay,dirty_d_racing,05-13784-18678,,$1.50,,,R.L. Stine,FALSE
The Stand,TRUE,King,Stephen,,,Paper,Mainstream,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Stephen King,FALSE
The Bloodstone,TRUE,Eulo,Ken,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Ken Eulo,FALSE
Dracula,TRUE,Stoker,Bram,,,Paper,Mainstream,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Bram Stoker,FALSE
Bring on the Night,TRUE,Davis,Jay & Don,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Jay & Don Davis,FALSE
Wavelengths,TRUE,Klein,Daniel M.,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Daniel M. Klein,FALSE
Fox's Earth,TRUE,Siddons,Anne Rivers,,,Paper,Mainstream,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Anne Rivers Siddons,FALSE
"Triple W: Witches, Warlocks, and Werewolves",FALSE,Sterling,Rod,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Rod Sterling,FALSE
The Source,FALSE,Lumley,Brian,Necroscope,3,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Brian Lumley,FALSE
Light Source,TRUE,Wood,Bari,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Bari Wood,FALSE
The Reincarnation of Peter Proud,TRUE,Ehrlich,Max,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Max Ehrlich,FALSE
The Cold One,TRUE,Pike,Christopher,,,Paper,YA/Nostalgia,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Christopher Pike,FALSE
When Michael Calls,TRUE,Farris,John,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,John Farris,FALSE
Cut Throat,TRUE,Slade,Michael,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Michael Slade,FALSE
The Keep,FALSE,Wilson,F. Paul,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,F. Paul Wilson,FALSE
The Stepford Wives,FALSE,Levin,Ira,,,Paper,Mainstream,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Ira Levin,FALSE
Haunted,TRUE,Herbert,James,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,James Herbert,FALSE
White Shark,TRUE,Benchley,Peter,,,Paper,Mainstream,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Peter Benchley,FALSE
Deadspawn,TRUE,Lumley,Brian,Necroscope,5,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Brian Lumley,FALSE
Nightwing,TRUE,Smith,Michael Cruz,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Michael Cruz Smith,FALSE
Billy,FALSE,Strieber,Whitley,,,Paper,Mainstream,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Whitley Strieber,FALSE
Children of the Night,TRUE,Simmons,Dan,,,Paper,Mainstream,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Dan Simmons,FALSE
The Vision,TRUE,Koontz,Dean R.,,,Paper,Mainstream,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Dean R. Koontz,FALSE
The Tomb,TRUE,Wilson,F. Paul,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,F. Paul Wilson,FALSE
Magic,TRUE,Goldman,William,,,Paper,Mainstream,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,William Goldman,FALSE
For Fear of the Night,TRUE,Grant,Charles L.,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Charles L. Grant,FALSE
Dreamer,FALSE,James,Peter,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Peter James,FALSE
Mystery Walk,TRUE,McCammon,Robert R.,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Robert R. McCammon,FALSE
The Survivor,TRUE,Herbert,James,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,James Herbert,FALSE
The Dying,TRUE,Horvitz,Leslie,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Leslie Horvitz,FALSE
Daughter of the Night,FALSE,Bergstrom,Elaine,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Elaine Bergstrom,FALSE
Psychomech,FALSE,Lumley,Brian,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Brian Lumley,FALSE
The House of Thunder,FALSE,Nichols,Leigh,,,Paper,Mainstream,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Leigh Nichols,FALSE
Horror Mansion,TRUE,Williamson,J.N.,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,J.N. Williamson,FALSE
The Silence of the Lambs,TRUE,Harris,Thomas,,,Paper,Mainstream,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Thomas Harris,FALSE
Kindred,TRUE,Gideon,John,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,John Gideon,FALSE
The Night of the Ripper,TRUE,Bloch,Robert,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Robert Bloch,FALSE
The Gatherer,TRUE,Brookes,Owen,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Owen Brookes,FALSE
Little Brothers,TRUE,Hautala,Rick,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Rick Hautala,FALSE
Deadspeak,FALSE,Lumley,Brian,Necroscope,4,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Brian Lumley,FALSE
Domain,TRUE,Herbert,James,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,James Herbert,FALSE
A Manhattan Ghost Story,TRUE,Wright,T.M.,,,Paper,PFH/Vintage,Acceptable,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,T.M. Wright,FALSE
The Devil's Cat,TRUE,Johnstone,William W.,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,William W. Johnstone,FALSE
Nightsongs,TRUE,Grant,Charles L.,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Charles L. Grant,FALSE
The Mephisto Waltz,TRUE,Stewart,Fred Mustard,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Fred Mustard Stewart,FALSE
Demogorgon,TRUE,Lumley,Brian,,,Paper,PFH/Vintage,Good,11/8/2025,eBay,porkchop_express_video,27-13784-96810,,$2.42,,,Brian Lumley,FALSE
King of Swords,FALSE,Stone,Nick,,,Paper,Mainstream,Very Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,Nick Stone,FALSE
Darkness,TRUE,Saul,John,,,Paper,Mainstream,Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,John Saul,FALSE
The Devil's Labyrinth,FALSE,Saul,John,,,Paper,Mainstream,Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,John Saul,FALSE
The Vampire Princess,FALSE,Romkey,Michael,,,Paper,PFH/Vintage,Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,Michael Romkey,FALSE
John Dies at the End,FALSE,Wong,David,,,Paper,Mainstream,Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,David Wong,FALSE
Devil House,FALSE,Darnielle,John,,,Hard,Mainstream,Very Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,John Darnielle,FALSE
The Year's Best Fantasy and Horror,FALSE,Datlow,Ellen,,,Hard,Mainstream,Very Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,Ellen Datlow,FALSE
Blackwood Farm,FALSE,Rice,Anne,,,Hard,Mainstream,Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,Anne Rice,FALSE
Dark Rivers of the Heart,FALSE,Koontz,Dean R.,,,Hard,Mainstream,Very Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,Dean R. Koontz,FALSE
Neanderthal,FALSE,Darnton,John,,,Hard,Mainstream,Good,11/13/2025,Library,Del Webb Library,DW-25-11-13-LS,,$0.60,,,John Darnton,FALSE
The Devil Aspect,TRUE,Russell,Craig,,,Paper,Mainstream,Very Good,11/13/2025,World of Books,WOB,WOB1232065128131,$13.69,$5.33,,,Craig Russell,FALSE
The Last House on Needless Street,FALSE,Ward,Catriona,,,Paper,Mainstream,Very Good,11/13/2025,World of Books,WOB,WOB1232065128131,$15.19,$5.33,,,Catriona Ward,FALSE
The White Road,FALSE,Lotz,Sarah,,,Paper,Mainstream,Very Good,11/13/2025,World of Books,WOB,WOB1232065128131,$4.79,$5.33,,,Sarah Lotz,FALSE
Scary Stories to Tell in the Dark Bundle,FALSE,Schwartz,Alvin,,,Paper,YA/Nostalgia,Good,11/13/2025,World of Books,WOB,WOB1232065128131,$18.00,$5.33,,,Alvin Schwartz,FALSE
Laura Possessed,TRUE,Fraser,Anthea,,,Paper,PFH/Vintage,Acceptable,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Anthea Fraser,FALSE
A Nice Place to Live,TRUE,Sloane,Robert,,,Paper,PFH/Vintage,Acceptable,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Robert Sloane,FALSE
Mystery Walk,TRUE,McCammon,Robert R.,,,Paper,PFH/Vintage,Acceptable,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Robert R. McCammon,FALSE
Crib,FALSE,Friedman,Robert Lee,,,Paper,PFH/Vintage,Acceptable,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Robert Lee Friedman,FALSE
Thirteen,TRUE,Authors,Various,,,Paper,PFH/Vintage,Acceptable,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Various Authors,FALSE
The Other Side,TRUE,Henstell,Diane,,,Paper,PFH/Vintage,Acceptable,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Diane Henstell,FALSE
The House Next Door,FALSE,Siddons,Anne Rivers,,,Paper,PFH/Vintage,Acceptable,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Anne Rivers Siddons,FALSE
Long Dark Night of the Soul,TRUE,Marvin,Susan,,,Paper,PFH/Vintage,Good,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Susan Marvin,FALSE
Ancestors,FALSE,Kline,Robert Y.,,,Paper,PFH/Vintage,Good,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Robert Y. Kline,FALSE
A Room for the Dead,FALSE,Hynd,Noel,,,Paper,PFH/Vintage,Acceptable,11/9/2025,eBay,zombiecycle,24-13808-16233,,$2.38,,,Noel Hynd,FALSE
See No Evil,FALSE,Madigan,Dan,,,Paper,Mainstream,Good,11/15/2025,Bookstore,2nd + Charles,2C-25-11-15-BS,,$2.06,,,Dan Madigan,FALSE
Misery,FALSE,King,Stephen,,,Paper,Mainstream,Very Good,11/15/2025,Bookstore,2nd + Charles,2C-25-11-15-BS,,$2.06,,,Stephen King,FALSE
Hush,FALSE,Fraisier,Anne,,,Paper,Mainstream,Very Good,11/15/2025,Bookstore,2nd + Charles,2C-25-11-15-BS,,$2.06,,,Anne Fraisier,FALSE
Bird Box,TRUE,Malerman,Josh,,,Paper,Mainstream,Good,11/15/2025,Bookstore,2nd + Charles,2C-25-11-15-BS,,$2.06,,,Josh Malerman,FALSE
Bird Box,FALSE,Malerman,Josh,,,Paper,Mainstream,Good,11/15/2025,Bookstore,2nd + Charles,2C-25-11-15-BS,,$2.06,,,Josh Malerman,FALSE
Descendants,TRUE,Simon,Jean,,,Paper,PFH/Vintage,Good,11/15/2025,Bookstore,2nd + Charles,2C-25-11-15-BS,,$2.06,,,Jean Simon,FALSE
Houses without Doors,TRUE,Straub,Peter,,,Paper,PFH/Vintage,Good,11/15/2025,Bookstore,2nd + Charles,2C-25-11-15-BS,,$2.06,,,Peter Straub,FALSE
